title,equation_latex,main_category,notes
Hazard Rate,l \times a \times m \times b \times d \times a = -l \times n(1 - P \times D) / T,Credit Derivatives,This equation calculates the hazard rate from the probability of default. lambda represents the hazard rate
Survival Probability,Q \times (T) = exp(-i \times n \times teg \times r \times a \times l_{0}^{T} l \times a \times m \times b \times d \times a \times (t) d \times t),Credit Derivatives,This equation calculates the survival probability (probability of no default). Q(T) represents the probability of surviving to time T without default
Loss Given Default,LG \times D = 1 - Rec \times over \times y Ra \times te,Credit Derivatives,This equation calculates the loss given default. LGD represents the percentage loss incurred if default occurs
Exposure at Default,EAD = No \times t \times i \times o \times n \times a \times l * C \times u \times r \times ren \times t E \times xpo \times s \times u \times re,Credit Derivatives,This equation calculates the exposure at default. EAD represents the amount owed to the lender at the time of default
Expected Loss,EL = P \times D * LG \times D * EAD,Credit Derivatives,This equation calculates the expected loss from credit exposure. EL represents the expected loss
Unexpected Loss,UL = LG \times D * EAD * s \times q \times r \times t(P \times D * (1 - P \times D)),Credit Derivatives,This equation calculates the unexpected loss (standard deviation of loss). UL represents the unexpected loss
Credit VaR,C \times red \times i \times t \text{VaR} = EL + z_{alpha} * UL,Credit Derivatives,This equation calculates the credit Value at Risk. Credit VaR represents the loss at a given confidence level
Merton Default Probability,P \times D = N \times ((-l \times n(V/D) - (m \times u - 0.5 * s \times i \times g \times m \times a_{A}^{2}) * T) / (s \times i \times g \times m \times a_{A} * s \times q \times r \times t(T))),Credit Derivatives,This equation calculates the default probability under the Merton model. PD represents the default probability
Distance to Default,D \times D = (l \times n(V/D) + (m \times u - 0.5 * s \times i \times g \times m \times a_{A}^{2}) * T) / (s \times i \times g \times m \times a_{A} * s \times q \times r \times t(T)),Credit Derivatives,This equation calculates the distance to default under the Merton model. DD represents the number of standard deviations the firm value is from the default threshold. Higher DD indicates lower default probability.
Credit Spread,s = -l \times n(Q \times (T)) / T,Credit Derivatives,This equation calculates the credit spread from survival probability. s represents the credit spread
Intensity-Based Spread,s = l \times a \times m \times b \times d \times a + LG \times D * l \times a \times m \times b \times d \times a,Credit Derivatives,This equation approximates the credit spread using hazard rate and loss given default. s represents the credit spread
CDS Spread,s_{cds} = (1 - R) * l \times a \times m \times b \times d \times a,Credit Derivatives,This equation approximates the CDS spread under constant hazard rate. s_cds represents the CDS spread
CDS Pricing (Protection Buyer),P \times V_{premium} = s \times u \times m_{i=1}^{n} s * del \times t \times a_{i} * Q \times (t_{i}) * D \times F_{i},Credit Derivatives,This equation calculates the present value of premium payments for a CDS. PV_premium represents the PV of premiums
CDS Pricing (Protection Seller),P \times V_{default} = s \times u \times m_{i=1}^{n} (1 - R) * EAD * (Q \times (t_{i-1}) - Q \times (t_{i})) * D \times F_{i},Credit Derivatives,This equation calculates the present value of default leg payments. PV_default represents the PV of default payments
CDS Par Spread,s_{par} = P \times V_{default} / P \times V_{annuity},Credit Derivatives,This equation calculates the par CDS spread that makes the CDS value zero. s_par represents the par spread
CDS Value,V_{cds} = P \times V_{default} - s * P \times V_{annuity},Credit Derivatives,This equation calculates the value of an existing CDS. V_cds represents the CDS value
CDS Delta,Del \times t \times a_{cds} = (1 - R) * Q \times (T) / P \times V_{annuity},Credit Derivatives,This equation calculates the delta of a CDS. Delta_cds represents the sensitivity to the survival probability
CDS DV01,D \times V01_{cds} = Del \times t \times a_{cds} * D \times V01_{bond},Credit Derivatives,This equation calculates the DV01 of a CDS. DV01_cds represents the sensitivity to interest rate changes
Upfront Payment,UP = (s_{market} - s_{coupon}) * D \times V01_{cds},Credit Derivatives,This equation calculates the upfront payment for a CDS. UP represents the upfront payment
CDS Index Spread,s_{index} = s \times u \times m_{i=1}^{n} w_{i} * s_{i},Credit Derivatives,This equation calculates the spread of a CDS index. s_index represents the index spread
Tranche Attachment Point,AP = s \times u \times m_{i=1}^{k} w_{i},Credit Derivatives,This equation calculates the attachment point of a CDO tranche. AP represents the attachment point (percentage of portfolio losses that must occur before the tranche suffers losses)
Tranche Detachment Point,D \times P = s \times u \times m_{i=1}^{k} w_{i} + w_{tranche},Credit Derivatives,This equation calculates the detachment point of a CDO tranche. DP represents the detachment point (percentage of portfolio losses that wipe out the tranche)
Expected Tranche Loss,E \times TL = i \times n \times teg \times r \times a \times l_{AP}^{DP} (x - AP) * f_{L}(x) d \times x,Credit Derivatives,This equation calculates the expected loss of a CDO tranche. ETL represents the expected tranche loss
Tranche Spread,s_{tranche} = E \times TL / P \times V_{annuity},Credit Derivatives,This equation calculates the spread of a CDO tranche. s_tranche represents the tranche spread
Compound Poisson Default Process,dN_{t} = l \times a \times m \times b \times d \times a d \times t + d \times M_{t},Credit Derivatives,This equation models defaults as a compound Poisson process. dN_t represents the change in the number of defaults
Credit Migration Matrix,P_{ij} = P \times (t \times r \times a \times n \times s \times i \times t \times i \times o \times n f \times r \times o \times m r \times a \times t \times i \times n \times g i t \times o r \times a \times t \times i \times n \times g j),Credit Derivatives,This equation defines the credit migration probability. P_ij represents the probability that an obligor migrates from rating i to rating j over a given time period. Migration matrices are used in multi-period credit risk models.
Markov Chain Credit Model,P \times (t) = exp(M * t),Credit Derivatives,This equation calculates the transition probability matrix for a Markov chain credit model. P(t) represents the transition matrix over time t
Credit Rating Migration,P \times D_{k}(t) = s \times u \times m_{i=1}^{n} P_{i}(0) * P_{ik}(t),Credit Derivatives,This equation calculates the probability of being in rating k at time t. PD_k(t) represents the probability
Credit Portfolio Loss,L = s \times u \times m_{i=1}^{n} LG \times D_{i} * EAD_{i} * L_{i},Credit Derivatives,This equation calculates the total loss from a credit portfolio. L represents the portfolio loss
Credit VaR under ASRF,C \times red \times i \times t \text{VaR} = LG \times D * EAD * (N \times ((N^{-1}(P \times D) + s \times q \times r \times t(r \times h \times o) * N^{-1}(0.999)) / s \times q \times r \times t(1 - r \times h \times o)) - P \times D),Credit Derivatives,This equation calculates the 99.9% credit VaR under the ASRF model. Credit VaR represents the unexpected loss at the 99.9% confidence level
Credit Spread Curve,s \times (t) = -l \times n(Q \times (t)) / t,Credit Derivatives,This equation defines the credit spread curve. s(t) represents the credit spread for maturity t
Risky Bond Price,P_{risky} = s \times u \times m_{i=1}^{n} C * Q \times (t_{i}) * D \times F_{i} + F * Q \times (T) * D \times F_{T},Credit Derivatives,This equation prices a risky corporate bond. P_risky represents the bond price
Total Return Swap Payoff,P \times a \times y \times o \times f \times f = (Bo \times n \times d Ret \times u \times r \times n + C \times o \times upo \times n - LIBOR - Sprea \times d) * N,Credit Derivatives,This equation gives the periodic payoff of a total return swap. Payoff represents the payment
Credit Linked Note Payoff,P \times a \times y \times o \times f \times f = F - LG \times D * EAD * L_{default},Credit Derivatives,This equation gives the payoff of a credit linked note at maturity. Payoff represents the payment
First-to-Default Basket Payoff,P \times a \times y \times o \times f \times f = (1 - R) * EAD * L_{1},Credit Derivatives,This equation gives the payoff of a first-to-default basket. Payoff represents the payment
Nth-to-Default Basket Payoff,P \times a \times y \times o \times f \times f = (1 - R) * EAD * (s \times u \times m_{i=1}^{n} L_{i} - s \times u \times m_{i=1}^{n-1} L_{i}),Credit Derivatives,This equation gives the payoff of an Nth-to-default basket. Payoff represents the payment
Credit Triangle,s = P \times D * LG \times D,Credit Derivatives,This equation shows the relationship between credit spread
Hazard Rate from Spread,l \times a \times m \times b \times d \times a = s / (1 - R),Credit Derivatives,This equation calculates the hazard rate from the CDS spread. lambda represents the hazard rate
Expected Return,E[R] = s \times u \times m_{i=1}^{n} w_{i} * E[R_{i}],Portfolio Theory and Risk Management,This equation calculates the expected return of a portfolio. E[R] represents the portfolio expected return
Portfolio Variance,s \times i \times g \times m \times a^{2}_{p} = s \times u \times m_{i=1}^{n} s \times u \times m_{j=1}^{n} w_{i} * w_{j} * s \times i \times g \times m \times a_{i} * s \times i \times g \times m \times a_{j} * r \times h \times o_{ij},Portfolio Theory and Risk Management,This equation calculates the variance of a portfolio. sigma^2_p represents the portfolio variance
Portfolio Standard Deviation,s \times i \times g \times m \times a_{p} = s \times q \times r \times t(s \times i \times g \times m \times a^{2}_{p}),Portfolio Theory and Risk Management,This equation calculates the standard deviation (volatility) of a portfolio. sigma_p represents the portfolio volatility
Covariance,C \times ov \times (R_{i},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Modern Portfolio Theory
Correlation Coefficient,r \times h \times o_{ij} = C \times ov \times (R_{i},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Modern Portfolio Theory
Tracking Error,s \times i \times g \times m \times a_{tracking} = s \times q \times r \times t(V \times a \times r \times (R_{p} - R_{b})),Portfolio Theory and Risk Management,This equation calculates the tracking error of a portfolio relative to a benchmark. sigma_tracking represents the standard deviation of the difference between portfolio return R_p and benchmark return R_b. Tracking error measures how closely the portfolio follows its benchmark.
Capital Allocation Line,R_{p} = R_{f} + (E[R_{m}] - R_{f}) / s \times i \times g \times m \times a_{m} * s \times i \times g \times m \times a_{p},Portfolio Theory and Risk Management,This equation defines the Capital Allocation Line (CAL). R_p represents the return of a portfolio on the CAL
Capital Market Line,R_{p} = R_{f} + (E[R_{m}] - R_{f}) / s \times i \times g \times m \times a_{m} * s \times i \times g \times m \times a_{p},Portfolio Theory and Risk Management,This equation defines the Capital Market Line (CML)
Beta,bet \times a_{i} = C \times ov \times (R_{i},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Modern Portfolio Theory
Portfolio Beta,bet \times a_{p} = s \times u \times m_{i=1}^{n} w_{i} * bet \times a_{i},Portfolio Theory and Risk Management,This equation calculates the beta of a portfolio. beta_p represents the portfolio beta
Efficient Frontier Optimization,m \times i \times n s \times i \times g \times m \times a^{2}_{p} s \times u \times b \times jec \times t t \times o E[R_{p}] = t \times a \times r \times get_{return} a \times n \times d s \times u \times m w_{i} = 1,Portfolio Theory and Risk Management,This equation defines the mean-variance optimization problem for finding the efficient frontier. The objective is to minimize portfolio variance subject to achieving a target return and the weights summing to 1. The efficient frontier contains all optimal portfolios.
Minimum Variance Portfolio,w_{mvp} = (S \times i \times g \times m \times a^{-1} * 1) / (1' * S \times i \times g \times m \times a^{-1} * 1),Portfolio Theory and Risk Management,This equation calculates the weights of the global minimum variance portfolio. w_mvp represents the portfolio weights
Tangency Portfolio,w_{tan} = (S \times i \times g \times m \times a^{-1} * (E[R] - R_{f} * 1)) / (1' * S \times i \times g \times m \times a^{-1} * (E[R] - R_{f} * 1)),Portfolio Theory and Risk Management,This equation calculates the weights of the tangency portfolio (maximum Sharpe ratio portfolio). w_tan represents the portfolio weights
Value at Risk (Parametric),V \times aR_{alpha} = m \times u_{p} - z_{alpha} * s \times i \times g \times m \times a_{p},Portfolio Theory and Risk Management,This equation calculates the parametric (normal) VaR. VaR_alpha represents the maximum loss at confidence level alpha
Value at Risk (Historical),V \times aR_{alpha} = -per \times cen \times t \times i \times le \times (ret \times u \times r \times n \times s,Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Risk Metrics
Expected Shortfall (CVaR),E \times S_{alpha} = E[Lo \times s \times s | Lo \times s \times s >= V \times aR_{alpha}],Portfolio Theory and Risk Management,This equation calculates Expected Shortfall (also called Conditional VaR or CVaR). ES_alpha represents the expected loss given that the loss exceeds VaR_alpha. ES is a coherent risk measure that considers tail risk beyond VaR.
Expected Shortfall (Normal),E \times S_{alpha} = m \times u_{p} - (ph \times i \times (z_{alpha}) / (1 - a \times lph \times a)) * s \times i \times g \times m \times a_{p},Portfolio Theory and Risk Management,This equation calculates ES under the normal distribution. ES_alpha represents the expected shortfall
Incremental VaR,I \times V \times aR_{i} = V \times aR_{portfolio} - V \times aR_{without}_{i},Portfolio Theory and Risk Management,This equation calculates the incremental VaR of an asset. IVaR_i represents the change in portfolio VaR when asset i is removed. Incremental VaR helps identify which assets contribute most to portfolio risk. Positive IVaR means the asset increases risk.
Marginal VaR,M \times V \times aR_{i} = del \times t \times a_{\text{VaR}} / del \times t \times a_{w}_{i} = C \times ov \times (R_{i},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Risk Metrics
Component VaR,C \times V \times aR_{i} = w_{i} * M \times V \times aR_{i},Portfolio Theory and Risk Management,This equation calculates the component VaR of an asset. CVaR_i represents the contribution of asset i to total portfolio VaR
Risk Contribution,Ri \times s \times k_{i} = w_{i} * C \times ov \times (R_{i},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Risk Metrics
Maximum Drawdown,\text{MDD} = \max_{t} \left(\frac{\text{Peak}_t - \text{Trough}_t}{\text{Peak}_t}\right),Portfolio Theory and Risk Management,Maximum drawdown measures the largest peak-to-trough decline in value over a period. It is calculated as the maximum percentage drop from a peak to the subsequent trough. MDD is a key risk metric used to assess downside risk and portfolio performance. Higher maximum drawdown indicates greater historical losses. Investors often use MDD to evaluate risk-adjusted returns and compare investment strategies. MDD is particularly important for evaluating hedge funds and trading strategies.
Average Drawdown,AD \times D = aver \times a \times ge o \times f a \times l \times l d \times r \times a \times w \times d \times o \times w \times n \times s,Portfolio Theory and Risk Management,This equation calculates the average drawdown of a portfolio. ADD represents the average of all drawdowns over the period. Average drawdown complements maximum drawdown by providing information about typical loss severity.
Downside Deviation,s \times i \times g \times m \times a_{downside} = s \times q \times r \times t(aver \times a \times ge o \times f m \times i \times n(R_{i} - R_{f},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Risk Metrics
Fama-French Three-Factor Model,R_{i} = a \times lph \times a_{i} + bet \times a_{i} * (R_{m} - R_{f}) + s_{i} * S \times MB + h_{i} * HML + eps \times i \times l \times o \times n_{i},Portfolio Theory and Risk Management,This equation defines the Fama-French three-factor model. R_i represents the return
Carhart Four-Factor Model,R_{i} = a \times lph \times a_{i} + bet \times a_{i} * (R_{m} - R_{f}) + s_{i} * S \times MB + h_{i} * HML + m_{i} * MOM + eps \times i \times l \times o \times n_{i},Portfolio Theory and Risk Management,This equation defines the Carhart four-factor model. R_i represents the return
Idiosyncratic Risk,s \times i \times g \times m \times a_{epsilon}_{i}^{2} = V \times a \times r \times (R_{i}) - bet \times a_{i}^{2} * V \times a \times r \times (R_{m}),Portfolio Theory and Risk Management,This equation calculates the idiosyncratic (unsystematic) variance of an asset. sigma_epsilon_i^2 represents the variance of the asset-specific return
Systematic Risk,s \times i \times g \times m \times a_{systematic}^{2} = bet \times a_{i}^{2} * V \times a \times r \times (R_{m}),Portfolio Theory and Risk Management,This equation calculates the systematic variance of an asset. sigma_systematic^2 represents the variance due to market movements
R-squared,R^{2} = 1 - V \times a \times r \times (eps \times i \times l \times o \times n_{i}) / V \times a \times r \times (R_{i}),Portfolio Theory and Risk Management,This equation calculates the R-squared of a factor model. R^2 represents the proportion of return variance explained by the factor model. R^2 close to 1 indicates that the factor model explains most of the return variation.
Tracking Error Volatility,T \times E \times V = s \times q \times r \times t(V \times a \times r \times (R_{p} - R_{b})),Portfolio Theory and Risk Management,This equation calculates the tracking error volatility. TEV represents the standard deviation of the active return (difference between portfolio return R_p and benchmark return R_b). TEV measures the active risk taken by the portfolio manager.
Rolling Beta,bet \times a_{rolling} = C \times ov_{rolling}(R_{i},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Factor Models
Equal Risk Contribution,ERC_{i} = w_{i} * C \times ov \times (R_{i},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Risk Management
Kelly Criterion,f = (m \times u - R_{f}) / s \times i \times g \times m \times a^{2},Portfolio Theory and Risk Management,This equation calculates the optimal fraction of capital to invest (Kelly criterion). f represents the optimal fraction
Brownian Motion Increments,W_{t+delta t} - W_{t} ~ N \times (0,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Processes
Quadratic Variation,"[X, X]_T = \int_0^T \sigma_t^2 dt",Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Processes
Quadratic Variation Property,l \times i \times m_{n->infinity} s \times u \times m_{i=1}^{n} (W_{t_{i}} - W_{t_{i-1}})^{2} = t,Stochastic Calculus Foundations,This equation shows how quadratic variation is calculated as the limit of squared increments. As the partition becomes finer
Geometric Brownian Motion,d \times S_{t} = m \times u * S_{t} * d \times t + s \times i \times g \times m \times a * S_{t} * dW_{t},Stochastic Calculus Foundations,This is the Geometric Brownian Motion (GBM) SDE for asset prices. dS_t represents the change in asset price
GBM Solution,S_{t} = S_{0} * exp((m \times u - 0.5 * s \times i \times g \times m \times a^{2}) * t + s \times i \times g \times m \times a * W_{t}),Stochastic Calculus Foundations,This equation gives the solution to the GBM SDE. S_t represents the asset price at time t
Lognormal Distribution,l \times n \times (S_{t}/S_{0}) ~ N \times ((m \times u - 0.5 * s \times i \times g \times m \times a^{2}) * t,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Processes
Ornstein-Uhlenbeck Process,dX_{t} = t \times het \times a * (m \times u - X_{t}) * d \times t + s \times i \times g \times m \times a * dW_{t},Stochastic Calculus Foundations,This is the Ornstein-Uhlenbeck (OU) process SDE. dX_t represents the change
Mean-Reverting Level,l \times i \times m_{t->infinity} E[X_{t}] = m \times u,Stochastic Calculus Foundations,This equation shows that the OU process reverts to its long-term mean mu. As time goes to infinity
Ito's Lemma for GBM,d l \times n(S_{t}) = (m \times u - 0.5 * s \times i \times g \times m \times a^{2}) * d \times t + s \times i \times g \times m \times a * dW_{t},Stochastic Calculus Foundations,This is Ito's Lemma applied to ln(S_t) for GBM. d ln(S_t) represents the change in log price
Ito's Lemma for f(S_t) = S_t^2,d \times (S_{t}^{2}) = (2 * m \times u * S_{t}^{2} + s \times i \times g \times m \times a^{2} * S_{t}^{2}) * d \times t + 2 * s \times i \times g \times m \times a * S_{t}^{2} * dW_{t},Stochastic Calculus Foundations,This is Ito's Lemma applied to f(S_t) = S_t^2. The drift term includes both the 2*mu*S_t^2 term from ordinary calculus and the sigma^2*S_t^2 Ito correction. This example shows how Ito's Lemma differs from the ordinary chain rule.
Stochastic Integral,I_{t} = i \times n \times teg \times r \times a \times l_{0}^{t} X_{s} * dW_{s},Stochastic Calculus Foundations,This equation defines the Ito stochastic integral. I_t represents the integral of the adapted process X_s with respect to Brownian motion W_s. The stochastic integral is defined as the limit of Riemann sums
Ito Isometry,E[(i \times n \times teg \times r \times a \times l_{0}^{t} X_{s} * dW_{s})^{2}] = E[i \times n \times teg \times r \times a \times l_{0}^{t} X_{s}^{2} d \times s],Stochastic Calculus Foundations,This equation defines the Ito Isometry property. The expectation of the squared stochastic integral equals the expectation of the integral of the squared integrand. Ito Isometry is crucial for calculating variances of stochastic integrals.
Martingale Property,E[i \times n \times teg \times r \times a \times l_{t}^{T} X_{s} * dW_{s} | F_{t}] = 0,Stochastic Calculus Foundations,This equation shows that the stochastic integral is a martingale. The conditional expectation of the future integral given information at time t is zero. The martingale property is fundamental to risk-neutral valuation in finance.
Ito Product Rule,d \times (X_{t} * Y_{t}) = X_{t} * dY_{t} + Y_{t} * dX_{t} + d[X,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Processes
Quadratic Covariation,"[X, Y]_T = \int_0^T \sigma_{X,t} \sigma_{Y,t} \rho_{XY,t} dt",Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Processes
Girsanov Theorem (Change of Measure),dW_{t}^{Q} = dW_{t}^{P} + l \times a \times m \times b \times d \times a_{t} * d \times t,Stochastic Calculus Foundations,This equation defines the Girsanov transformation for changing probability measures. dW_t^Q represents Brownian motion under the new measure Q
Market Price of Risk,l \times a \times m \times b \times d \times a_{t} = (m \times u_{t} - r_{t}) / s \times i \times g \times m \times a_{t},Stochastic Calculus Foundations,This equation defines the market price of risk. lambda_t represents the Sharpe ratio of the asset
Risk-Neutral Dynamics,d \times S_{t} = r_{t} * S_{t} * d \times t + s \times i \times g \times m \times a_{t} * S_{t} * dW_{t}^{Q},Stochastic Calculus Foundations,This equation gives the risk-neutral dynamics of an asset price. Under the risk-neutral measure Q
Radon-Nikodym Derivative,Z_{T} = exp(-i \times n \times teg \times r \times a \times l_{0}^{T} l \times a \times m \times b \times d \times a_{s} * dW_{s}^{P} - 0.5 * i \times n \times teg \times r \times a \times l_{0}^{T} l \times a \times m \times b \times d \times a_{s}^{2} d \times s),Stochastic Calculus Foundations,This equation defines the Radon-Nikodym derivative for changing from measure P to Q. Z_T represents the likelihood ratio
Feynman-Kac Formula,u \times (x,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Differential Equations
Kolmogorov Forward Equation,pa \times r \times t \times i \times a \times l p / pa \times r \times t \times i \times a \times l t = -pa \times r \times t \times i \times a \times l (m \times u * p) / pa \times r \times t \times i \times a \times l x + 0.5 * pa \times r \times t \times i \times a \times l^{2} (s \times i \times g \times m \times a^{2} * p) / pa \times r \times t \times i \times a \times l x^{2},Stochastic Calculus Foundations,This equation defines the Kolmogorov forward (Fokker-Planck) equation for the transition density p(x
Kolmogorov Backward Equation,pa \times r \times t \times i \times a \times l p / pa \times r \times t \times i \times a \times l t = m \times u * pa \times r \times t \times i \times a \times l p / pa \times r \times t \times i \times a \times l x + 0.5 * s \times i \times g \times m \times a^{2} * pa \times r \times t \times i \times a \times l^{2} p / pa \times r \times t \times i \times a \times l x^{2},Stochastic Calculus Foundations,This equation defines the Kolmogorov backward equation. Unlike the forward equation
Martingale Representation Theorem,M_{t} = M_{0} + i \times n \times teg \times r \times a \times l_{0}^{t} ph \times i_{s} * dW_{s},Stochastic Calculus Foundations,This theorem states that any square-integrable martingale M_t can be represented as a stochastic integral. phi_s is an adapted process
Stochastic Exponential,E \times (X)_{t} = exp(X_{t} - 0.5 * [X,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Differential Equations
Doléans-Dade Exponential,dZ_{t} = -l \times a \times m \times b \times d \times a_{t} * Z_{t} * dW_{t},Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Differential Equations
Martingale Representation for GBM,S_{t} = S_{0} + i \times n \times teg \times r \times a \times l_{0}^{t} m \times u * S_{s} d \times s + i \times n \times teg \times r \times a \times l_{0}^{t} s \times i \times g \times m \times a * S_{s} dW_{s},Stochastic Calculus Foundations,This equation represents GBM as an Ito integral. S_t represents the GBM price
Multi-Dimensional Ito's Lemma,dY_{t} = (pa \times r \times t \times i \times a \times l f/pa \times r \times t \times i \times a \times l t + n \times a \times b \times l \times a f * m \times u + 0.5 * t \times r \times (S \times i \times g \times m \times a * S \times i \times g \times m \times a^{T} * Hes \times s \times i \times a \times n f)) * d \times t + (n \times a \times b \times l \times a f * S \times i \times g \times m \times a) * dW_{t},Stochastic Calculus Foundations,This is Ito's Lemma for multi-dimensional processes. nabla f is the gradient
Stopped Process,"X_{t \wedge \tau} = X_{\min(t, \tau)}",Stochastic Calculus Foundations,A stopped process is a process that stops at a stopping time. The stopped process value at time t is the original process value at the minimum of t and the stopping time. Stopping times are random times that can be determined by observing the process up to that time. Stopped processes are essential in martingale theory and optimal stopping problems. The stopped martingale theorem states that a stopped martingale is also a martingale.
Local Martingale,I \times n \times teg \times r \times a \times l_{0}^{t} H_{s} * d \times M_{s} i \times s a l \times o \times c \times a \times l m \times a \times r \times t \times i \times n \times g \times a \times le,Stochastic Calculus Foundations,This equation defines a local martingale. A local martingale is a process that becomes a martingale when stopped at an increasing sequence of stopping times. Local martingales are more general than martingales and appear in many financial models.
Semimartingale,X_{t} = X_{0} + M_{t} + A_{t},Stochastic Calculus Foundations,This equation defines a semimartingale as the sum of a local martingale M_t and a finite variation process A_t. Semimartingales are the most general class of processes for which stochastic integration can be defined. Most financial models are semimartingales.
Predictable Representation,An \times y s \times q \times u \times a \times re-i \times n \times teg \times r \times a \times b \times le m \times a \times r \times t \times i \times n \times g \times a \times le c \times a \times n be represen \times ted a \times s a s \times t \times o \times c \times h \times a \times s \times t \times i \times c i \times n \times teg \times r \times a \times l,Stochastic Calculus Foundations,This property states that under certain conditions
Weighted Average Cost of Capital,\text{WACC} = w_{e} \times r_{e} + w_{d} \times r_{d} \times \left(1 - T\right),Corporate Finance - Cost of Capital,"This equation calculates the weighted average cost of capital. WACC represents the blended cost of financing, w_e and w_d are the weights of equity and debt, r_e and r_d are the costs of equity and debt, and T is the corporate tax rate. WACC is used as the discount rate for DCF valuation and is a key input in capital budgeting decisions. The cost of capital represents the required return that investors demand."
Cost of Equity (CAPM),\text{r}_{e} = r_{f} + \beta \times \left(r_{m} - r_{f}\right),Corporate Finance - Cost of Capital,"This equation calculates the cost of equity using the Capital Asset Pricing Model. r_e represents the expected return on equity, r_f is the risk-free rate, beta measures systematic risk, and (r_m - r_f) is the market risk premium. CAPM is the most widely used method for estimating the cost of equity. The cost of capital represents the required return that investors demand."
Cost of Equity (Dividend Growth),r_{e} = D_{1} / P_{0} + g,Corporate Finance - Cost of Capital,"This equation calculates the cost of equity using the constant growth dividend model. r_e represents the cost of equity, D_1 is the expected dividend, P_0 is the current stock price, and g is the constant dividend growth rate. This method is appropriate for stable dividend-paying companies. The cost of capital represents the required return that investors demand."
Cost of Debt,r_{d} = \text{YTM} * (1 - T),Corporate Finance - Cost of Capital,"This equation calculates the after-tax cost of debt. r_d represents the after-tax cost of debt, YTM is the yield to maturity on the company's debt, and T is the corporate tax rate. Interest is tax-deductible, so the after-tax cost is lower than the pre-tax yield. The cost of capital represents the required return that investors demand."
Cost of Preferred Stock,r_{p} = D_{p} / P_{p},Corporate Finance - Cost of Capital,"This equation calculates the cost of preferred stock. r_p represents the cost of preferred stock, D_p is the annual dividend, and P_p is the current price of preferred stock. Preferred dividends are not tax-deductible, so no tax adjustment is needed. The cost of capital represents the required return that investors demand."
Unlevered Cost of Equity,r_{u} = r_{e} + (r_{d} - r_{f}) * (D/E) * (1 - T),Corporate Finance - Cost of Capital,"This equation calculates the unlevered cost of equity using the Hamada equation. r_u represents the unlevered cost of equity, r_e is the levered cost of equity, r_d is the cost of debt, r_f is the risk-free rate, D/E is the debt-to-equity ratio, and T is the tax rate. This formula adjusts for financial leverage. The cost of capital represents the required return that investors demand."
Levered Beta,bet \times a_{L} = bet \times a_{U} * (1 + (D/E) * (1 - T)),Corporate Finance - Cost of Capital,"This equation calculates the levered beta from the unlevered beta. beta_L represents the levered beta (accounting for financial leverage), beta_U is the unlevered beta (asset beta), D/E is the debt-to-equity ratio, and T is the corporate tax rate. Higher leverage increases systematic risk. The cost of capital represents the required return that investors demand."
Unlevered Beta,bet \times a_{U} = bet \times a_{L} / (1 + (D/E) * (1 - T)),Corporate Finance - Cost of Capital,"This equation calculates the unlevered beta from the levered beta. beta_U represents the asset beta (business risk only), beta_L is the levered beta, D/E is the debt-to-equity ratio, and T is the corporate tax rate. Unlevered beta is used to compare companies with different capital structures. The cost of capital represents the required return that investors demand."
Market Risk Premium,\text{MRP} = E[R_{m}] - r_{f},Corporate Finance - Cost of Capital,"This equation calculates the market risk premium. MRP represents the excess return of the market over the risk-free rate, E[R_m] is the expected market return, and r_f is the risk-free rate. MRP reflects the compensation investors require for bearing systematic market risk."
Adjusted Present Value,\text{APV} = V_{u} + \text{PV}(t \times a \times x s \times h \times iel \times d) - \text{PV}(c \times o \times s \times t \times s o \times f f \times i \times n \times a \times n \times c \times i \times a \times l d \times i \times s \times t \times res \times s),Corporate Finance - Valuation,"This equation calculates the adjusted present value of a firm. APV represents the firm value, V_u is the unlevered firm value, PV(tax shield) is the present value of interest tax shields, and PV(costs) is the present value of financial distress costs. APV is useful for LBO and project valuation."
Enterprise Value,E \times V = M \times a \times r \times ket C \times ap + T \times o \times t \times a \times l Deb \times t - C \times a \times s \times h + M \times i \times n \times o \times r \times i \times t \times y I \times n \times teres \times t + P \times refer \times red S \times t \times o \times c \times k,Corporate Finance - Valuation,"This equation calculates the enterprise value. EV represents the total value of a company available to all investors, Market Cap is equity value, Total Debt includes interest-bearing debt, Cash is subtracted (reduces value), and minority interest and preferred stock are added. EV is used in valuation multiples."
