Title,Equation,Main_Category,Notes
Swap Pricing Formula,"V_{payer} = \underbrace{\sum_{i=1}^n \tau_i P(0, T_i) (L_i - K)}_{\text{Net Cashflows}}",Interest Rate Models,"The value of a vanilla interest rate swap is the present value of the net cash flows. For a payer swap (pay fixed K, receive floating L), the value is the sum of the discounted difference between the forward rate L_i and the fixed rate K. Alternatively, it is $V_{float} - V_{fixed}$."
Interest Rate Swap,"R_{swap} = \frac{1 - P(0,T)}{\sum_{i=1}^n \underbrace{\tau_i P(0,T_i)}_{\text{PVBP}}}",Interest Rate Models,The Par Swap Rate is the fixed rate K that makes the initial value of the swap zero. It equates the value of the fixed leg (PV of coupons) to the value of the floating leg (which equals Par - PV of Principal). This rate represents the market's aggregate expectation of future LIBOR rates.
Interest Rate Swap,SS = R_{swap} - \underbrace{Y_{treasury}}_{\text{Risk-Free Proxy}},Interest Rate Models,"The Swap Spread is the difference between the swap rate and the yield of a government bond of the same maturity. It reflects the credit risk of the interbank market relative to the government, as well as supply/demand dynamics for hedging and balance sheet constraints."
Swaption Pricing (Bachelier),V_{payer} = A(t) [(S(t) - K) N(d) + \sigma \sqrt{T} N'(d)],Interest Rate Models,Normal model for swaptions used in low/negative rate environments.
The swap's value at any time t post-inception derives from the difference between the contractual fixed rate and the prevailing market swap rate:,"V_t = NA \times (r_{FIX,0} - r_{FIX,t}) \times \sum_{i=1}^{n'} \tau_i P(t,T_i)",Interest Rate Models,"Where NA denotes the notional amount, r_{FIX,0} is the original contract fixed rate, r_{FIX,t} represents the current market swap rate for the remaining tenor, and the summation constitutes the forward annuity factor. This expression reveals that swap values exhibit linear sensitivity to interest rate movements, making duration and convexity calculations essential for risk management applications."
"The volatility structure σ(t,T) is central to the HJM framework. For implementation, common specifications include:","σ(t,T) = σ_0 exp(-λ(T-t))",Interest Rate Models,"This exponential volatility structure generates the Hull-White model, where σ_0 > 0 controls overall volatility level and λ > 0 determines the rate of decay with maturity. The parameter λ captures the empirical observation that short-term forward rates exhibit higher volatility than long-term rates."
Dividend Model,TRS_{payer} = (S_T - S_0) + Dividends - (L + spread) dt,Interest Rate Models,Synthetic asset return exposure.
Vasicek Model,dr_t = a(b - r_t) dt + \sigma dW_t,Interest Rate Models,"This SDE describes the evolution of the short-term interest rate r_t in the Vasicek model, which is a mean-reverting process."
Interest Rate Model Component,"df(t,T) = \alpha(t,T)dt + \sigma(t,T)dW_t",Interest Rate Models,"This SDE describes the evolution of the instantaneous forward rate f(t,T) in the HJM framework, which provides a general approach to modeling interest rate derivatives."
Interest Rate Model Component,- \(\tau\): Time to maturity - \(\beta_0\): Level factor (long-term yield) - \(\beta_1\): Slope factor (short-term component) - \(\beta_2\): Curvature factor - \(\lambda\): Decay parameter (controls hump location) y(\tau) = \beta_0 + \beta_1 \left( \frac{1 - e^{-\lambda_1 \tau}}{\lambda_1 \tau} \right) + \beta_2 \left( \frac{1 - e^{-\lambda_1 \tau}}{\lambda_1 \tau} - e^{-\lambda_1 \tau} \right) + \beta_3 \left( \frac{1 - e^{-\lambda_2 \tau}}{\lambda_2 \tau} - e^{-\lambda_2 \tau} \right),Interest Rate Models,"Variables: ; Explanation: * Nelson-Siegel provides a parsimonious parametric form for the yield curve with interpretable factors. It ensures smoothness and can capture various curve shapes (normal, inverted, humped)."
Survival Probability,"- \(\lambda_t\): Hazard rate (default intensity) process \lambda_t = \lambda(t, X_t) \text{ where } X_t \text{ is a state vector} \mathbb{Q}(\tau > T) = \mathbb{E}^{\mathbb{Q}}\left[ e^{-\int_0^T \lambda_s ds} \right] #### 4. Credit Default Swap (CDS) Pricing \text{CDS Spread } s = \frac{(1-R) \int_0^T \mathbb{E}^{\mathbb{Q}}[ e^{-\int_0^t r_s ds} \lambda_t e^{-\int_0^t \lambda_s ds} ] dt}{\int_0^T \mathbb{E}^{\mathbb{Q}}[ e^{-\int_0^t r_s ds} e^{-\int_0^t \lambda_s ds} ] dt}",Interest Rate Models,Term structure model for interest rate derivatives
Variance Swap Fair Strike,sigma_fair^2 = (1/P(0,Interest Rate Models,T)) int_0^T E^Q[sigma_s^2] ds
Variance Swap Payoff,N_{var} \left( \frac{252}{N} \sum_{i=1}^N \ln^2\left(\frac{S_i}{S_{i-1}}\right) - K_{var}^2 \right),Interest Rate Models,Payoff based on realized variance vs strike variance.
Variance Swap Payoff,\frac{N}{T} \left( \sum_{i=1}^n \left( \ln\frac{S_{t_i}}{S_{t_{i-1}}} \right)^2 - K_{\text{var}} \right),Interest Rate Models,Variables: | **Variables:** - \(N\): Notional (variance notional) - \(n\): Number of sampling points | See markdown for detailed variables and explanation
Variance Swap Realized Variance,sigma_realized^2 = (252/N) sum_{i=1}^N [ln(S_ti/S_ti-1)]^2,Interest Rate Models,Realized variance is sum of squared log returns. Annualized by 252 trading days. Discretization introduces sampling bias. Robust estimator uses realized kernel.
Vasicek,dr_t = \underbrace{a(b-r_t)}_{\text{Mean Reversion}} dt + \sigma dW_t,Interest Rate Models,"The Vasicek model is an Ornstein-Uhlenbeck process for the short rate r_t. It introduces mean reversion: if rates are high, the drift is negative; if low, positive. This pulls rates towards the long-term mean 'b' with speed 'a'. Its main flaw is that it is Gaussian, allowing interest rates to become negative, which was considered a theoretical defect until recent years (post-2015) when negative rates became a reality in Europe/Japan."
Volatility Calibration:,σ_k^{market}² = (1/(T_k-t)) * ∫_t^{T_k} σ_k(s)² ds,Interest Rate Models,"The market-implied volatility from caplet prices relates to the time-averaged model volatility. Calibration involves solving this integral equation for the piecewise constant volatility function σ_k(t). The typical parameterization uses constant volatility within each tenor period: σ_k(t) = σ_{k,j} for t ∈ [T_{j-1}, T_j], creating a lower-triangular volatility matrix."
YYIIS Payoff,N [ I_{T_i}/I_{T_{i-1}} - (1 + K) ],Interest Rate Models,Year-on-year inflation swap periodic payment.
Year-on-Year Inflation Swap,\text{Payoff} = N \left( \underbrace{\frac{I_T}{I_{T-1}} - 1}_{\text{Realized Inflation}} - K \right),Interest Rate Models,"A YoY swap exchanges a fixed rate K for the realized annual inflation rate. Unlike Zero-Coupon Inflation Swaps (which depend on I_T/I_0), YoY swaps depend on the path I_T/I_{T-1}. Pricing requires a convexity adjustment if using the standard Zero-Coupon inflation curve, because the forward inflation rate and the discount factor are correlated."
ZCIS Payoff,N [ (I_T/I_0) - (1 + K)^T ],Interest Rate Models,Zero-coupon inflation swap payoff at maturity.
Neural Network Approximation,\hat{V}(S,Machine Learning,t
Partial Differential Equation,\frac{\partial V}{\partial t} + (r-q)S \frac{\partial V}{\partial S} + \frac{1}{2} \sigma^2 S^2 \frac{\partial^2 V}{\partial S^2} - rV = 0,Numerical Methods,Computational technique for pricing
Binomial Tree Price (Complete),V_0 = exp(-r T) sum_{j=0}^n binom(n,Numerical Methods,0)
Cholesky Decomposition,\Sigma = \underbrace{L}_{\text{Lower Triangular}} \cdot \underbrace{L^T}_{\text{Transpose}},Numerical Methods,"A method to decompose a Hermitian, positive-definite matrix \Sigma into the product of a lower triangular matrix and its transpose. In finance, it is essential for Monte Carlo simulations of correlated assets. To generate correlated random variables, one multiplies a vector of uncorrelated standard normals by L."
Crank-Nicholson Scheme,-\frac{\lambda}{2} u_{i+1}^{n+1} + (1+\lambda)u_i^{n+1} - \frac{\lambda}{2} u_{i-1}^{n+1} = \frac{\lambda}{2} u_{i+1}^n + (1-\lambda)u_i^n + \frac{\lambda}{2} u_{i-1}^n,Numerical Methods,Unconditionally stable second-order accurate implicit finite difference scheme requiring solution of tridiagonal linear systems.
Density from Characteristic Function,f(x) = 1/(2pi) int_{-infty}^infty e^{-iux} phi(u) du,Numerical Methods,"Fourier inversion gives probability density. Characteristic function phi(u) = E[e^{iuX}]. For Levy processes, closed-form phi(u). Numerical integration required."
Explicit Euler Scheme,u_i^{n+1} = u_i^n + \lambda(u_{i+1}^n - 2u_i^n + u_{i-1}^n),Numerical Methods,Conditionally stable (lambda <= 1/2) first-order accurate in time finite difference scheme for parabolic PDEs.
Importance Sampling,\hat{V}_{IS} = \frac{1}{N} \sum_{i=1}^N h(X_i) \frac{f(X_i)}{q(X_i)},Numerical Methods,Technique crucial for rare event simulation where standard Monte Carlo is inefficient. Optimal q*(x) propto |h(x)|f(x).
Least-Squares Monte Carlo (Longstaff-Schwartz),"V(t_i, S_{t_i}) = \max\left( \text{exercise value}, \mathbb{E}^{\mathbb{Q}}[ e^{-r(t_{i+1}-t_i)} V(t_{i+1}, S_{t_{i+1}}) | S_{t_i} ] \right) \text{Continuation value approximated by regression: } \hat{C}(t_i, S) = \sum_{k=0}^K \beta_k \psi_k(S)",Numerical Methods,Variables: | See markdown for detailed variables and explanation
Longstaff-Schwartz Algorithm,V_j = max( Exercise_j,Numerical Methods,Numerical Methods
Monte Carlo Error,\epsilon \propto \frac{\sigma_{sample}}{\sqrt{M}},Numerical Methods,Convergence rate proportional to inverse square root of paths M.
Multi-Level Monte Carlo,E_P[f] = sum_{l=0}^L (1/M_l) sum_{m=1}^{M_l} (Y_l^{(m)} - Y_{l-1}^{(m)}),Numerical Methods,"Variance reduction across levels of discretization. Coarse paths approximated with few steps, fine with many. Complexity O(epsilon^{-2}) vs O(epsilon^{-3}) for standard MC."
Sobol Sequence (Quasi-Monte Carlo),"D_N^*(x_1, ..., x_N) = O\left(\frac{(\log N)^s}{N}\right)",Numerical Methods,"Standard Monte Carlo uses pseudo-random numbers, converging at rate 1/\sqrt{N}. Quasi-Monte Carlo uses low-discrepancy sequences (like Sobol) which are deterministic but fill the space more uniformly, avoiding gaps and clusters. This improves convergence to nearly 1/N, effectively squaring the speed of the simulation for dimensions s < 20."
"**Asian Options (Geometric Average, Continuous)**",C_{\text{geom}} = e^{-r(T-t)} \left( G_t e^{\bar{\mu}(T-t)} \Phi(d_1) - K \Phi(d_2) \right),Option Pricing,Fundamental option pricing relationship
**Barrier Options (Down-and-Out Call)**,"C_{\text{DAO}} = C_{\text{BS}} - \left( \frac{H}{S_t} \right)^{2\lambda} C_{\text{BS}}\left( \frac{H^2}{S_t}, K, T, r, q, \sigma \right)",Option Pricing,Fundamental option pricing relationship
**Basket Options (Moment Matching Approximation)**,\text{Approximate basket as single lognormal: } B_t = \sum_{i=1}^n w_i S^i_t,Option Pricing,Fundamental option pricing relationship
Binomial Model Parameters,"u = e^{\sigma \sqrt{\Delta t}}, \quad d = e^{-\sigma \sqrt{\Delta t}}, \quad p = \frac{e^{(r-q)\Delta t} - d}{u - d}",Option Pricing,Fundamental option pricing relationship
**Black-76 Formula (Futures Options)**,"C(F_t, K, T, r, \sigma) = e^{-r(T-t)} [F_t \Phi(d_1) - K \Phi(d_2)]",Option Pricing,Automatically extracted equation
Partial Differential Equation,\frac{\partial V}{\partial t} + \frac{1}{2} \sigma^2 S^2 \frac{\partial^2 V}{\partial S^2} + r S \frac{\partial V}{\partial S} - r V = 0,Option Pricing,"**Variables:** - V(S,t): Option value as function of stock price and time - ∂V/∂t: Time derivative (theta) - ∂V/∂S: Delta (first derivative w.r.t. stock) - ∂²V/∂S²: Gamma (second derivative w.r.t. stock) | This PDE governs the price evolution of European derivative securities on a non-dividend-paying stock. | This partial differential equation (PDE) represents the fundamental relationship governing the price of a European option in the Black-Scholes framework. It describes how the option price V changes over time as a function of the underlying asset price S, volatility σ, and risk-free rate r. | Partial differential equation satisfying no-arbitrage condition for derivatives."
**Black-Scholes-Merton Formula**,"C(S_t, K, T, r, q, \sigma) = S_t e^{-q(T-t)} \Phi(d_1) - K e^{-r(T-t)} \Phi(d_2)",Option Pricing,Automatically extracted equation
Option Greek,r_T | r_t \sim \text{Non-Central } \chi^2 \text{ with } df = \frac{4\kappa\theta}{\sigma^2} \text{ and non-centrality } \lambda = \frac{4\kappa r_t e^{-\kappa(T-t)}}{\sigma^2 (1 - e^{-\kappa(T-t)})},Option Pricing,"**Theoretical Context:** The CIR conditional distribution is a non-central chi-squared distribution with degrees of freedom determined by the Feller condition parameter 4κθ/σ² and non-centrality parameter λ that depends on the current rate r_t. This distribution has the property that its density is zero at zero when the Feller condition holds, ensuring strict positivity. The distribution's heavy right tail makes it suitable for capturing occasional high-rate regimes."
Partial Differential Equation,\text{Charm} = \frac{\partial^2 V}{\partial t \partial S} = -\frac{\partial \Delta}{\partial t} = -\frac{\partial \Theta}{\partial S},Option Pricing,**Variables:** - ∂²V/∂t∂S: Mixed partial derivative of option value
**Continuous Compounding Approximation (Constant Rate Case):**,"P(t,T) = e^{-y(t,T)(T-t)}",Option Pricing,"**Variables:** - y(t,T): Continuously compounded yield to maturity (annualized) - T-t: Time to maturity in years | **Variables:** - \(y(t,T)\): Continuously compounded yield to maturity | See markdown for detailed variables and explanation | Automatically extracted equation"
Partial Differential Equation,\Delta_C = \frac{\partial C}{\partial S} = e^{-q(T-t)} \Phi(d_1),Option Pricing,Fundamental option pricing relationship
**Exchange Options (Margrabe)**,"V(S^1_t, S^2_t, T) = S^1_t e^{-q_1(T-t)} \Phi(d_1) - S^2_t e^{-q_2(T-t)} \Phi(d_2)",Option Pricing,Automatically extracted equation
Option Greek,V_i^{j+1} = \alpha_i V_{i-1}^j + \beta_i V_i^j + \gamma_i V_{i+1}^j,Option Pricing,Fundamental option pricing relationship
**G2++ Bond Price:**,"P(t,T) = \frac{P(0,T)}{P(0,t)} \exp\left( -\frac{1}{2}(V(t,T) - V(0,T) + V(0,t)) - M_x(t,T) x_t - M_y(t,T) y_t \right)",Option Pricing,Automatically extracted equation
**Gap Options**,C_{\text{gap}} = S_t e^{-q(T-t)} \Phi(d_1) - K_2 e^{-r(T-t)} \Phi(d_2),Option Pricing,Fundamental option pricing relationship
**Hull-White Bond Price:**,"P(t,T) = \frac{P(0,T)}{P(0,t)} \exp\left( B(t,T) f(0,t) - \frac{\sigma^2}{4\kappa} B(t,T)^2 (1 - e^{-2\kappa t}) - B(t,T) r_t \right)",Option Pricing,Automatically extracted equation
**Least-Squares Monte Carlo (Longstaff-Schwartz)**,"V(t_i, S_{t_i}) = \max\left( \text{exercise value}, \mathbb{E}^{\mathbb{Q}}[ e^{-r(t_{i+1}-t_i)} V(t_{i+1}, S_{t_{i+1}}) | S_{t_i} ] \right)",Option Pricing,Automatically extracted equation
**Lookback Options (Floating Strike)**,C_{\text{floating}} = S_t e^{-q(T-t)} \Phi(a_1) - m_t e^{-r(T-t)} \Phi(a_2) + \frac{S_t e^{-r(T-t)} \sigma^2}{2(r-q)} \left( \left( \frac{S_t}{m_t} \right)^{-\frac{2(r-q)}{\sigma^2}} \Phi(-a_3) - e^{(r-q)(T-t)} \Phi(-a_1) \right),Option Pricing,Fundamental option pricing relationship
**Option on a Call (Geske Formula)**,"C_{\text{compound}} = S_t e^{-qT_2} M\left( a_1, b_1; \sqrt{T_1/T_2} \right) - K_2 e^{-r T_2} M\left( a_2, b_2; \sqrt{T_1/T_2} \right) - e^{-r T_1} K_1 \Phi(a_2)",Option Pricing,Fundamental option pricing relationship
Partial Differential Equation,\text{Price via PDE with cumulative time variable } A_t = \int_0^t \mathbf{1}_{\{S_u \le H\}} du,Option Pricing,Fundamental option pricing relationship
**Price under Black-Scholes**,C = S_t e^{-q(T-t)} \left( e^{-q\tau} \Phi(d_1) - e^{-r\tau} \alpha \Phi(d_2) \right),Option Pricing,Fundamental option pricing relationship
Option Greek,"C_{\max} = S^1_t e^{-q_1(T-t)} \Phi(d_{11}) + S^2_t e^{-q_2(T-t)} \Phi(d_{22}) - K e^{-r(T-t)} M(d_{11}-\sigma_1\sqrt{T-t}, d_{22}-\sigma_2\sqrt{T-t}; \rho)",Option Pricing,Fundamental option pricing relationship
Option Greek,"P(t) = \sum_{i=1}^n \mathbb{E}^{\mathbb{Q}}\left[ L(T_{i-1}, T_i) \delta_i e^{-\int_t^{T_i} r_s \, ds} \middle| \mathcal{F}_t \right] + \mathbb{E}^{\mathbb{Q}}\left[ e^{-\int_t^{T_n} r_s \, ds} \middle| \mathcal{F}_t \right]",Option Pricing,"**Variables:** - L(T_{i-1}, T_i): Forward LIBOR rate for period [T_{i-1}, T_i] - \delta_i: Day count fraction (accrual factor) for period i - r_s: Short rate process - T_i: Reset dates and payment dates | See markdown for detailed variables and explanation | Automatically extracted equation"
Partial Differential Equation,\rho_C = \frac{\partial C}{\partial r} = K (T-t) e^{-r(T-t)} \Phi(d_2),Option Pricing,Fundamental option pricing relationship
Option Greek,\sigma_{BS}(K) = \frac{\alpha}{(F K)^{(1-\beta)/2} \left(1 + \frac{(1-\beta)^2}{24} \ln^2(F/K) + \frac{(1-\beta)^4}{1920} \ln^4(F/K)\right)} \frac{z}{x(z)} \left(1 + \left( \frac{(1-\beta)^2}{24} + \frac{1}{4} \rho \beta \nu + \frac{2-3\rho^2}{24} \nu^2 \right) T \right),Option Pricing,Fundamental option pricing relationship
**Spread Options (Kirk Approximation for Two Assets)**,C \approx e^{-r(T-t)} \left( F_1 \Phi(d_1) - (F_2 + K) \Phi(d_2) \right),Option Pricing,Fundamental option pricing relationship
Partial Differential Equation,\Theta_C = -\frac{\partial C}{\partial t} = -\frac{S e^{-q(T-t)} \sigma \phi(d_1)}{2\sqrt{T-t}} + q S e^{-q(T-t)} \Phi(d_1) - r K e^{-r(T-t)} \Phi(d_2),Option Pricing,Fundamental option pricing relationship
Partial Differential Equation,\text{Vanna} = \frac{\partial^2 V}{\partial S \partial \sigma} = \frac{\partial^2 V}{\partial \sigma \partial S} = -\frac{d_1 \phi(d_1)}{\sigma},Option Pricing,**Variables:** - d_1: Black-Scholes d_1 parameter - φ(d_1): Standard normal density
**Vasicek Bond Price (Affine Term Structure):**,"P(t,T) = A(t,T) e^{-B(t,T) r_t}",Option Pricing,Automatically extracted equation
Option Greek,"r_T | r_t \sim \mathcal{N}\left( r_t e^{-\kappa(T-t)} + \theta(1 - e^{-\kappa(T-t)}), \frac{\sigma^2}{2\kappa} (1 - e^{-2\kappa(T-t)}) \right)",Option Pricing,"**Theoretical Context:** Under Vasicek, the conditional distribution of the short rate is Gaussian with mean that reverts to θ and variance that increases with time but is bounded above by σ²/(2κ). The distribution is fully characterized by these moments, enabling analytical computation of expectations and probabilities. The conditional normality simplifies option pricing through the bond price formula."
Partial Differential Equation,\text{Volga} = \frac{\partial^2 V}{\partial \sigma^2} = S_t \phi(d_1) d_1 d_2 \sqrt{T-t},Option Pricing,"**Variables:** - d_1, d_2: Black-Scholes parameters - Other variables as defined"
Option Greek,"V_0 = e^{-r\Delta t} \sum_{i=0}^n \binom{n}{i} p^i (1-p)^{n-i} \max(S_0 u^i d^{n-i} - K, 0)",Option Pricing,Fundamental option pricing relationship
Black-Scholes-Merton Model,E_t = V_t \Phi(d_1) - D e^{-r(T-t)} \Phi(d_2),Option Pricing,Fundamental option pricing relationship
Partial Differential Equation,\Delta = \frac{\partial V}{\partial S} = \Phi(d_1) \text{ (call)},Option Pricing,Fundamental option pricing relationship
Option Greek,X_i = \sqrt{\rho} Z + \sqrt{1 - \rho} \epsilon_i,Option Pricing,Fundamental option pricing relationship
Option Greek,"dn_t = (\theta_n(t) - \kappa_n n_t) dt + \sigma_n dW_t^{n,\mathbb{Q}}",Option Pricing,Fundamental option pricing relationship
Nelson-Siegel Model,y(\tau) = \beta_0 + \beta_1 \left( \frac{1 - e^{-\lambda \tau}}{\lambda \tau} \right) + \beta_2 \left( \frac{1 - e^{-\lambda \tau}}{\lambda \tau} - e^{-\lambda \tau} \right),Option Pricing,**Variables:** - τ: Time to maturity - β_0: Level factor (long-term yield) - β_1: Slope factor (short-term component) - β_2: Curvature factor (medium-term hump) - λ: Decay parameter controlling hump location - e^{-\lambda \tau}: Exponential decay term | Automatically extracted equation
Partial Differential Equation,dV = \left( \frac{\partial V}{\partial t} + \mu \frac{\partial V}{\partial S} + \frac{1}{2} \sigma^2 S^2 \frac{\partial^2 V}{\partial S^2} \right) dt + \sigma S \frac{\partial V}{\partial S} dW,Option Pricing,"**Variables:** - V(S,t): Function of state variable S and time t - dS = μ dt + σ dW: Stochastic differential equation for S - ∂V/∂t: Partial derivative with respect to time - ∂V/∂S: First partial with respect to S (delta) - ∂²V/∂S²: Second partial with respect to S (gamma)"
Interest Rate Swap,"V_{\text{swap}} = \sum_{i=1}^n \delta_i \left( R_{\text{fixed}} - R_{\text{floating}} \right) P(0, T_i)",Option Pricing,Fundamental option pricing relationship
Variance Swaps,\text{Fair Variance Strike } K_{\text{var}} = \frac{2}{T} \left( \int_0^F \frac{P(K)}{K^2} dK + \int_F^\infty \frac{C(K)}{K^2} dK \right),Option Pricing,"**Variables:** - \(F\): Forward price of underlying - \(P(K), C(K)\): Market prices of out-of-the-money puts and calls"
Option Greek,dr_t = \kappa(\theta - r_t) dt + \sigma dW_t^{\mathbb{Q}},Option Pricing,"**Variables:** - κ: Speed of mean reversion (positive constant) - θ: Long-term mean level of the short rate - σ: Volatility of the short rate - dW_t^{\mathbb{Q}}: Brownian motion under risk-neutral measure - r_t: Short rate at time t | **Variables:** - σ√r_t: Volatility proportional to square root of rate - √: Square root (ensures non-negativity) - Other variables as in Vasicek | **Explanation:** CIR extends Vasicek by making volatility proportional to \(\sqrt{r_t}\), ensuring non-negative rates. The square-root process has a non-central chi-squared transition density."
Zero-Coupon Bond Pricing (Risk-Neutral Framework),"P(t,T) = \mathbb{E}^{\mathbb{Q}}\left[ e^{-\int_t^T r_s \, ds} \middle| \mathcal{F}_t \right]",Option Pricing,"**Variables:** - P(t,T): Price at time t of zero-coupon bond maturing at T - \mathbb{E}^{\mathbb{Q}}: Expectation under risk-neutral measure \mathbb{Q} - r_s: Instantaneous short rate at time s (stochastic process) - \mathcal{F}_t: Filtration representing information up to time t - T-t: Time to maturity | See markdown for detailed variables and explanation | Automatically extracted equation"
Black-76 Model (Futures/Forward Options),C = e^{-r(T-t)} \left( F_t \Phi(d_1) - K \Phi(d_2) \right),Option Pricing,Fundamental option pricing relationship
Option Greek,"V_{\text{basis}} = \sum_{i=1}^n \delta_i \left( R_{dom} - R_{for} \cdot FX_{fwd} \right) P(0, T_i)",Option Pricing,"**Variables:** - R_{dom}: Domestic floating rate - R_{for}: Foreign floating rate - FX_{fwd}: Forward FX rate - P(0, T_i): Discount factor - δ_i: Day count fraction"
FX Volatility Smile,\sigma_{imp}(K) = \sigma_{ATM} + \text{Skew} \cdot \ln\left(\frac{K}{F}\right) + \frac{1}{2} \text{Volga} \cdot \ln^2\left(\frac{K}{F}\right),Option Pricing,**Variables:** - σ_{imp}(K): Implied volatility as function of strike - σ_{ATM}: At-the-money implied volatility - Skew: First-order volatility smile parameter (typically negative for major currencies) - Volga: Second-order volatility smile parameter (curvature) - F: Forward FX rate - K: Strike price
Option Greek,"V_{FRA} = \delta \left( F_{\text{actual}} - F_{\text{contract}} \right) P(0, T)",Option Pricing,Fundamental option pricing relationship
Option Greek,S_{t+\Delta t} = S_t + (r - q) S_t \Delta t + \sigma S_t \sqrt{\Delta t} Z + \frac{1}{2} \sigma^2 S_t (Z^2 - 1) \Delta t,Option Pricing,**Variables:** - (Z² - 1)Δt: Correction term for non-constant diffusion - Other variables as defined
Svensson (Nelson-Siegel-Svensson) Extended Model,y(\tau) = \beta_0 + \beta_1 \left( \frac{1 - e^{-\lambda_1 \tau}}{\lambda_1 \tau} \right) + \beta_2 \left( \frac{1 - e^{-\lambda_1 \tau}}{\lambda_1 \tau} - e^{-\lambda_1 \tau} \right) + \beta_3 \left( \frac{1 - e^{-\lambda_2 \tau}}{\lambda_2 \tau} - e^{-\lambda_2 \tau} \right),Option Pricing,**Variables:** - λ_1: First decay parameter (controls initial hump) - λ_2: Second decay parameter (controls secondary hump) - β_3: Second curvature factor - Other variables as in Nelson-Siegel | Automatically extracted equation
Option Greek,V_0 = e^{-r\Delta t} \left[ p_u \sum_{i=0}^n \binom{n}{i} p^i (1-p)^{n-i} V_u + p_m \sum_{j} V_m + p_d \sum_{k} V_d \right],Option Pricing,Fundamental option pricing relationship
Option Greek,"C(u_1, u_2; \rho, \nu) = t_{\nu, \rho}\left( t_\nu^{-1}(u_1), t_\nu^{-1}(u_2) \right)",Option Pricing,Fundamental option pricing relationship
Option Greek,"\mathbb{E}[R_i] = r_f + \sum_{j=1}^k \beta_{ij} \lambda_j + \theta_i \sigma_{\epsilon,i}",Option Pricing,"Variables: - \theta_i: Price of idiosyncratic risk for asset i - \sigma_{\epsilon,i}: Idiosyncratic volatility of asset i - \theta_i \sigma_{\epsilon,i}: Idiosyncratic risk premium"
Bootstrap Method for Discount Factors,P(T_i) = \frac{1 - \sum_{j=1}^{i-1} c_j P(T_j)}{1 + c_i},Option Pricing,**Variables:** - P(T_i): Zero-coupon bond price for maturity T_i - c_j: Coupon rate of the j-th coupon bond - P(T_j): Previously bootstrapped discount factor - 1 + c_i: Gross return including coupon | Automatically extracted equation
Option Greek,D_{\text{Eff}} = -\frac{1}{P} \frac{P(y+\Delta y) - P(y-\Delta y)}{2\Delta y},Option Pricing,**Variables:** - P(y+Δy): Price when yield increases by Δy - P(y-Δy): Price when yield decreases by Δy - Δy: Small parallel shift in yield curve (typically 1bp) | **Variables:** - \(\Delta y\): Small parallel shift in yield curve
Option Greek,dr_t = (\theta(t) - \kappa r_t) dt + \sigma dW_t^{\mathbb{Q}},Option Pricing,**Variables:** - θ(t): Time-dependent function calibrated to fit initial curve - κ: Mean reversion speed - σ: Volatility - Other variables as in Vasicek | **Variables:** - \(\theta(t)\): Time-dependent function calibrated to fit initial yield curve
Option Greek,"V_{OIS} = \sum_{i=1}^n \left( \frac{1}{n} \sum_{j \in \text{period } i} r_{oj} \right) P(0, T_i) - \sum_{i=1}^n R_{\text{fixed}} \delta_i P(0, T_i)",Option Pricing,"**Variables:** - r_{oj}: Overnight rate (SOFR, SONIA, etc.) for day j - n: Number of days in accrual period - R_{\text{fixed}}: Fixed swap rate - P(0, T_i): Discount factor to payment date"
Option Greek,VIX^2 = \frac{2}{T} \sum_i \frac{\Delta K_i}{K_i^2} e^{rT} Q(K_i) - \frac{1}{T}\left(\frac{F}{K_0} - 1\right)^2,Option Pricing,Fundamental option pricing relationship
Partial Differential Equation,"f(t,T) = -\frac{\partial}{\partial T} \ln P(t,T)",Option Pricing,"**Variables:** - f(t,T): Instantaneous forward rate at time t for maturity T - P(t,T): Zero-coupon bond price - ∂/∂T: Partial derivative with respect to maturity | **Variables:** - \(f(t,T)\): Instantaneous forward rate at time \(t\) for maturity \(T\) | Automatically extracted equation"
Partial Differential Equation,\frac{\partial P}{\partial y_{t_i}} \approx -\frac{P(y_{t_i}+\Delta) - P(y_{t_i}-\Delta)}{2\Delta} \cdot \frac{1}{P},Option Pricing,**Variables:** - y_{t_i}: Yield at key maturity t_i - ∂P/∂y_{t_i}: Partial derivative with respect to key rate - Δ: Small shift in key rate (typically 1bp)
Option Greek,"V_j = \max\left( \text{Exercise}_j, e^{-r\Delta t} \mathbb{E}[V_{j+1} | S_j] \right)",Option Pricing,Fundamental option pricing relationship
Option Greek,\Theta_{\text{call}} = -\frac{S_t \phi(d_1) \sigma}{2\sqrt{T-t}} - r K e^{-r(T-t)} \Phi(d_2),Option Pricing,Fundamental option pricing relationship
Heath-Jarrow-Morton (HJM) Framework,"df(t,T) = \mu(t,T) dt + \sigma(t,T) dW_t^{\mathbb{Q}}",Option Pricing,Automatically extracted equation
Partial Differential Equation,\rho_{\text{call}} = \frac{\partial V}{\partial r} = K (T-t) e^{-r(T-t)} \Phi(d_2),Option Pricing,Fundamental option pricing relationship
Option Greek,(1 - \frac{\Delta t}{2} A_x) u^* = (1 + \frac{\Delta t}{2} A_y) u^n,Option Pricing,"For multi-dimensional PDEs (e.g., Heston with S and v, or Basket options), standard Finite Difference matrices become massive and slow to invert. ADI splits the time step into substeps, solving implicitly in one dimension (x) while explicit in the other (y), then swapping. This reduces a complex 2D problem into a sequence of fast 1D tridiagonal matrix solves."
